time,wx,wy,wz
11.646,-2.05,-2.27,-0.97
11.663,-1.59,-1.83,-0.79
11.68,-1.2,-1.34,-0.6
11.696,-0.83,-0.73,-0.43
11.713,-0.49,-0.14,-0.27
11.73,-0.19,0.26,-0.09
11.746,0.06,0.47,0.1
11.763,0.5,0.61,0.6
11.796,0.75,0.79,0.92
11.813,1.4,1.25,2.13
11.83,1.39,0.83,2.72
11.863,1.23,0.11,3.73
11.88,1.44,0.19,3.88
11.896,1.56,0.36,3.79
11.913,1.73,0.69,3.52
11.929,2,1.26,3.14
11.946,2.34,1.91,2.75
11.963,2.75,2.53,2.46
11.98,3.15,2.92,2.28
11.996,3.55,3.04,2.21
12.013,3.88,2.91,2.21
12.03,4.14,2.63,2.24
12.046,4.36,2.28,2.24
12.063,4.48,1.91,2.19
12.08,4.49,1.6,2.03
12.096,4.41,1.36,1.7
12.113,4.26,1.01,1.19
12.13,4.05,0.44,0.55
12.146,3.71,-0.32,-0.11
12.163,3.16,-1.1,-0.74
12.18,2.47,-1.64,-1.29
12.196,1.75,-1.89,-1.78
12.213,0.99,-1.92,-2.29
12.23,0.28,-1.74,-2.87
12.246,-0.39,-1.29,-3.39
12.263,-1.02,-0.68,-3.73
12.28,-1.66,-0.22,-3.97
12.296,-2.15,0.18,-4.09
12.313,-2.49,0.58,-4.09
12.33,-2.6,0.96,-3.97
12.346,-1.98,1.15,-3.39
12.38,-1.17,0.29,-3.01
12.396,0.63,-0.47,-1.87
12.413,1.24,-0.46,-1.24
12.446,1.68,-0.27,-0.2
12.463,1.92,0.18,0.05
12.479,2.12,0.78,0.12
12.496,2.25,1.46,0.12
12.513,2.34,2.12,0.08
12.53,2.45,2.74,0.07
12.546,2.53,3.26,0.19
12.563,2.55,3.7,0.51
12.579,2.58,4.08,1.05
12.596,2.61,4.35,1.78
12.613,2.59,4.45,2.6
12.629,2.49,4.35,3.39
12.646,2.39,4.06,4.11
12.663,2.46,3.57,4.75
12.68,2.74,3.07,5.3
12.696,3.13,2.57,5.74
12.713,3.55,2.07,5.99
12.73,3.98,1.72,5.96
12.746,4.5,1.68,5.69
12.763,5.15,1.86,5.24
12.78,5.77,1.9,4.76
12.796,6.24,1.7,4.38
12.813,6.55,1.45,4.12
